Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
richard_henry_lee,lee.n.05,noun.person,n,leader of the American Revolution who proposed the resolution calling for independence of the American Colonies (1732-1794),[],N
richard_henry_tawney,tawney.n.01,noun.person,n,English economist remembered for his studies of the development of capitalism (1880-1962),[],N
richard_hooker,hooker.n.02,noun.person,n,English theologian (1554-1600),[],N
richard_horatio_edgar_wallace,wallace.n.02,noun.person,n,English writer noted for his crime novels (1875-1932),[],N
richard_i,richard_i.n.01,noun.person,n,son of Henry II and King of England from 1189 to 1199; a leader of the Third Crusade; on his way home from the crusade he was captured and held prisoner in the Holy Roman Empire until England ransomed him in 1194 (1157-1199),[],N
richard_ii,richard_ii.n.01,noun.person,n,King of England from 1377 to 1399; he suppressed the Peasant's Revolt in 1381 but his reign was marked by popular discontent and baronial opposition in British Parliament and he was forced to abdicate in 1399 (1367-1400),[],N
richard_iii,richard_iii.n.01,noun.person,n,King of England from 1483 to 1485; seized the throne from his nephew Edward V who was confined to the Tower of London and murdered; his reign ended when he was defeated by Henry Tudor (later Henry VII) at the battle of Bosworth Field (1452-1485),[],N
richard_j._roberts,roberts.n.01,noun.person,n,United States biochemist (born in England) honored for his discovery that some genes contain introns (born in 1943),[],N
richard_john_roberts,roberts.n.01,noun.person,n,United States biochemist (born in England) honored for his discovery that some genes contain introns (born in 1943),[],N
richard_jordan_gatling,gatling.n.01,noun.person,n,United States inventor of the first rapid firing gun (1818-1903),[],N
richard_kuhn,kuhn.n.01,noun.person,n,Austrian chemist who did research on carotenoids and vitamins (1900-1967),[],N
richard_leakey,leakey.n.01,noun.person,n,English paleontologist (son of Louis Leakey and Mary Leakey) who continued the work of his parents; he was appointed director of a wildlife preserve in Kenya but resigned under political pressure (born in 1944),[],N
richard_lovelace,lovelace.n.01,noun.person,n,English poet (1618-1857),[],N
richard_m._nixon,nixon.n.01,noun.person,n,vice president under Eisenhower and 37th President of the United States; resigned after the Watergate scandal in 1974 (1913-1994),[],N
richard_milhous_nixon,nixon.n.01,noun.person,n,vice president under Eisenhower and 37th President of the United States; resigned after the Watergate scandal in 1974 (1913-1994),[],N
richard_morris_hunt,hunt.n.02,noun.person,n,United States architect (1827-1895),[],N
richard_neville,warwick.n.01,noun.person,n,English statesman; during the War of the Roses he fought first for the house of York and secured the throne for Edward IV and then changed sides to fight for the house of Lancaster and secured the throne for Henry VI (1428-1471),[],N
richard_nixon,nixon.n.01,noun.person,n,vice president under Eisenhower and 37th President of the United States; resigned after the Watergate scandal in 1974 (1913-1994),[],N
richard_phillips_feynman,feynman.n.01,noun.person,n,United States physicist who contributed to the theory of the interaction of photons and electrons (1918-1988),[],N
richard_rodgers,rodgers.n.01,noun.person,n,United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979),[],N
richard_roe,richard_roe.n.01,noun.person,n,an unknown or fictitious party to legal proceedings,[],N
richard_smalley,smalley.n.01,noun.person,n,American chemist who with Robert Curl and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1943),[],N
richard_starkey,starr.n.01,noun.person,n,rock star and drummer for the Beatles (born in 1940),[],N
richard_strauss,strauss.n.01,noun.person,n,German composer of many operas; collaborated with librettist Hugo von Hoffmannsthal to produce several operas (1864-1949),[],N
richard_the_lion-hearted,richard_i.n.01,noun.person,n,son of Henry II and King of England from 1189 to 1199; a leader of the Third Crusade; on his way home from the crusade he was captured and held prisoner in the Holy Roman Empire until England ransomed him in 1194 (1157-1199),[],N
richard_the_lionheart,richard_i.n.01,noun.person,n,son of Henry II and King of England from 1189 to 1199; a leader of the Third Crusade; on his way home from the crusade he was captured and held prisoner in the Holy Roman Empire until England ransomed him in 1194 (1157-1199),[],N
richard_trevithick,trevithick.n.01,noun.person,n,English engineer who built the first railway locomotive (1771-1833),[],N
richard_upjohn,upjohn.n.01,noun.person,n,United States architect (born in England) (1802-1878),[],N
richard_von_krafft-ebing,krafft-ebing.n.01,noun.person,n,German neurologist noted for his studies of sexual deviance (1840-1902),[],N
richard_wagner,wagner.n.02,noun.person,n,German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883),[],N
richard_wright,wright.n.02,noun.person,n,United States writer whose work is concerned with the oppression of African Americans (1908-1960),[],N
richards,richards.n.01,noun.person,n,English literary critic who collaborated with C. K. Ogden and contributed to the development of Basic English (1893-1979),[],N
richardson,richardson.n.01,noun.person,n,United States architect (1838-1886),[],N
richardson,richardson.n.02,noun.person,n,British stage and screen actor noted for playing classic roles (1902-1983),[],N
richelieu,richelieu.n.01,noun.person,n,French prelate and statesman; principal minister to Louis XIII (1585-1642),[],N
richler,richler.n.01,noun.person,n,Canadian novelist (born in 1931),[],N
rickenbacker,rickenbacker.n.01,noun.person,n,the most decorated United States combat pilot in World War I (1890-1973),[],N
rickover,rickover.n.01,noun.person,n,United States admiral who advocated the development of nuclear submarines (1900-1986),[],N
rider,rider.n.01,noun.person,n,a traveler who actively rides an animal (as a horse or camel),[],N
rider,rider.n.03,noun.person,n,a traveler who actively rides a vehicle (as a bicycle or motorcycle),[],N
rider,passenger.n.01,noun.person,n,a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it,[],N
rider_haggard,haggard.n.01,noun.person,n,British writer noted for romantic adventure novels (1856-1925),[],N
ridiculer,satirist.n.01,noun.person,n,a humorist who uses ridicule and irony and sarcasm,[],N
riding_master,riding_master.n.01,noun.person,n,someone who teaches horsemanship,[],N
riemann,riemann.n.01,noun.person,n,pioneer of non-Euclidean geometry (1826-1866),[],N
riesman,riesman.n.01,noun.person,n,United States sociologist (1909-2002),[],N
riff,riff.n.01,noun.person,n,a Berber living in northern Morocco,[],N
riffian,riff.n.01,noun.person,n,a Berber living in northern Morocco,[],N
rifleman,rifleman.n.01,noun.person,n,someone skilled in the use of a rifle,[],N
rifleman,rifleman.n.02,noun.person,n,a soldier whose weapon is a rifle,[],N
rigger,rigger.n.01,noun.person,n,someone who rigs ships,[],N
rigger,rigger.n.03,noun.person,n,someone who works on an oil rig,[],N
right-hand_man,right-hand_man.n.01,noun.person,n,the most helpful assistant,[],N
right-handed_pitcher,right-handed_pitcher.n.01,noun.person,n,(baseball) a pitcher who throws with the right hand,[],N
right-hander,right-handed_pitcher.n.01,noun.person,n,(baseball) a pitcher who throws with the right hand,[],N
right-hander,right-hander.n.02,noun.person,n,a person who uses the right hand more skillfully than the left,[],N
right-winger,rightist.n.01,noun.person,n,a member of a right wing political party,[],N
right_fielder,right_fielder.n.01,noun.person,n,the person who plays right field,[],N
right_hander,right-hander.n.02,noun.person,n,a person who uses the right hand more skillfully than the left,[],N
righthander,right-hander.n.02,noun.person,n,a person who uses the right hand more skillfully than the left,[],N
riley,riley.n.01,noun.person,n,United States poet (1849-1916),[],N
riley_b_king,king.n.06,noun.person,n,United States guitar player and singer of the blues (born in 1925),[],N
rilke,rilke.n.01,noun.person,n,German poet (born in Austria) whose imagery and mystic lyricism influenced 20th-century German literature (1875-1926),[],N
rimbaud,rimbaud.n.01,noun.person,n,French poet whose work influenced the surrealists (1854-1891),[],N
rimski-korsakov,rimsky-korsakov.n.01,noun.person,n,Russian composer of operas and orchestral works; often used themes from folk music (1844-1908),[],N
rimsky-korsakov,rimsky-korsakov.n.01,noun.person,n,Russian composer of operas and orchestral works; often used themes from folk music (1844-1908),[],N
ring_girl,ring_girl.n.01,noun.person,n,a young woman who holds up cards indicating the number of the next round at prize fights,[],F
ring_lardner,lardner.n.01,noun.person,n,United States humorist and writer of satirical short stories (1885-1933),[],N
ringer,toller.n.01,noun.person,n,a person who rings church bells (as for summoning the congregation),[],N
ringer,ringer.n.02,noun.person,n,a person who is almost identical to another,[],N
ringer,ringer.n.03,noun.person,n,a contestant entered in a competition under false pretenses,[],N
ringgold_wilmer_lardner,lardner.n.01,noun.person,n,United States humorist and writer of satirical short stories (1885-1933),[],N
ringleader,ringleader.n.01,noun.person,n,a person who leads (especially in illicit activities),[],N
ringling,ringling.n.01,noun.person,n,United States showman whose song-and-dance troop evolved into a circus (1863-1926),[],N
ringmaster,ringmaster.n.01,noun.person,n,the person in charge of performances in a circus ring,[],N
ringo_starr,starr.n.01,noun.person,n,rock star and drummer for the Beatles (born in 1940),[],N
rioter,rioter.n.01,noun.person,n,troublemaker who participates in a violent disturbance of the peace; someone who rises up against the constituted authority,[],N
rip,rake.n.01,noun.person,n,a dissolute man in fashionable society,[],M
rip_van_winkle,rip_van_winkle.n.01,noun.person,n,a person oblivious to social changes,[],N
rip_van_winkle,rip_van_winkle.n.02,noun.person,n,a person who sleeps a lot,[],N
rip_van_winkle,rip_van_winkle.n.03,noun.person,n,the title character in a story by Washington Irving about a man who sleeps for 20 years and doesn't recognize the world when he wakens,[],M
ripper,ripper.n.01,noun.person,n,a murderer who slashes the victims with a knife,['Jack the Ripper was probably a madman'],N
riser,riser.n.01,noun.person,n,a person who rises (especially from bed),"[""he's usually a late riser""]",N
risk_taker,gambler.n.02,noun.person,n,someone who risks loss or injury in the hope of gain or excitement,[],N
rittenhouse,rittenhouse.n.01,noun.person,n,United States astronomer said to have built the first telescope made in America; also the first director of the United States Mint (1732-1796),[],N
ritualist,ritualist.n.01,noun.person,n,an advocate of strict observance of ritualistic forms,[],N
ritualist,ritualist.n.02,noun.person,n,a social anthropologist who is expert on rites and ceremonies,[],N
ritz,ritz.n.01,noun.person,n,Swiss hotelier who created a chain of elegant hotels (1850-1918),[],N
rival,rival.n.01,noun.person,n,the contestant you hope to defeat,"['he had respect for his rivals', 'he wanted to know what the competition was doing']",N
rivera,rivera.n.01,noun.person,n,socialist Mexican painter of murals (1886-1957),[],N
riveter,riveter.n.01,noun.person,n,a worker who inserts and hammers rivets,[],N
rivetter,riveter.n.01,noun.person,n,a worker who inserts and hammers rivets,[],N
rn,registered_nurse.n.01,noun.person,n,a graduate nurse who has passed examinations for registration,[],N
road_agent,highjacker.n.02,noun.person,n,a holdup man who stops a vehicle and steals from it,[],M
road_builder,road_builder.n.01,noun.person,n,someone whose business is to build roads,[],N
road_hog,road_hog.n.01,noun.person,n,a driver who obstructs others,[],N
road_mender,roadman.n.02,noun.person,n,a workman who is employed to repair roads,[],N
road_runner,marathoner.n.01,noun.person,n,someone who participates in long-distance races (especially in marathons),[],N
roadhog,road_hog.n.01,noun.person,n,a driver who obstructs others,[],N
roadman,traveling_salesman.n.01,noun.person,n,a salesman who travels to call on customers,[],N
roadman,roadman.n.02,noun.person,n,a workman who is employed to repair roads,[],N
roald_amundsen,amundsen.n.01,noun.person,n,Norwegian explorer who was the first to traverse the Northwest Passage and in 1911 the first to reach the South Pole (1872-1928),[],N
roald_hoffmann,hoffmann.n.03,noun.person,n,United States chemist (born in Poland) who used quantum mechanics to understand chemical reactions (born in 1937),[],N
roamer,wanderer.n.01,noun.person,n,someone who leads a wandering unsettled life,[],N
roarer,roarer.n.01,noun.person,n,someone who communicates vocally in a very loud voice,[],N
roaster,roaster.n.01,noun.person,n,a harsh or humorous critic (sometimes intended as a facetious compliment),['the honoree gave his roasters as good as he got'],N
roaster,roaster.n.02,noun.person,n,a cook who roasts food,[],N
rob_roy,macgregor.n.01,noun.person,n,Scottish clan leader and outlaw who was the subject of a 1817 novel by Sir Walter Scott (1671-1734),[],N
robber,robber.n.01,noun.person,n,a thief who steals from someone by threatening violence,[],N
robbery_suspect,robbery_suspect.n.01,noun.person,n,someone suspected of committing robbery,[],N
robbins,robbins.n.01,noun.person,n,United States choreographer who brought human emotion to classical ballet and spirited reality to Broadway musicals (1918-1998),[],N
robert,robert.n.01,noun.person,n,United States parliamentary authority and author (in 1876) of Robert's Rules of Order (1837-1923),[],N
robert's_rules_of_order,robert's_rules_of_order.n.01,noun.person,n,a book of rules for presiding over a meeting; written by Henry M. Martin in 1876 and subsequently updated through many editions,[],N
robert_a._heinlein,heinlein.n.01,noun.person,n,United States writer of science fiction (1907-1988),[],N
robert_abram_bartlett,bartlett.n.01,noun.person,n,United States explorer who accompanied Peary's expedition to the North Pole and who led many other Arctic trips (1875-1946),[],N
robert_adam,adam.n.02,noun.person,n,Scottish architect who designed many public buildings in England and Scotland (1728-1792),[],N
robert_alexander_schumann,schumann.n.02,noun.person,n,German romantic composer known for piano music and songs (1810-1856),[],N
robert_andrews_millikan,millikan.n.01,noun.person,n,United States physicist who isolated the electron and measured its charge (1868-1953),[],N
robert_anson_heinlein,heinlein.n.01,noun.person,n,United States writer of science fiction (1907-1988),[],N
robert_barany,barany.n.01,noun.person,n,Austrian physician who developed a rotational method for testing the middle ear (1876-1936),[],N
robert_bartlett,bartlett.n.01,noun.person,n,United States explorer who accompanied Peary's expedition to the North Pole and who led many other Arctic trips (1875-1946),[],N
robert_benchley,benchley.n.01,noun.person,n,United States humorist (1889-1945),[],N
robert_boyle,boyle.n.02,noun.person,n,Irish chemist who established that air has weight and whose definitions of chemical elements and chemical reactions helped to dissociate chemistry from alchemy (1627-1691),[],N
robert_brown,brown.n.02,noun.person,n,Scottish botanist who first observed the movement of small particles in fluids now known a Brownian motion (1773-1858),[],N
robert_browning,browning.n.02,noun.person,n,English poet and husband of Elizabeth Barrett Browning noted for his dramatic monologues (1812-1889),[],N
robert_bruce_mathias,mathias.n.01,noun.person,n,United States athlete who won Olympic gold medals in the decathlon (born in 1930),[],N
robert_bunsen,bunsen.n.01,noun.person,n,German chemist who with Kirchhoff pioneered spectrum analysis but is remembered mainly for his invention of the Bunsen burner (1811-1899),[],N
robert_burns,burns.n.02,noun.person,n,celebrated Scottish poet (1759-1796),[],N
robert_burns_woodward,woodward.n.02,noun.person,n,United States chemist honored for synthesizing complex organic compounds (1917-1979),[],N
robert_charles_benchley,benchley.n.01,noun.person,n,United States humorist (1889-1945),[],N
robert_charles_venturi,venturi.n.01,noun.person,n,United States architect (born in 1925),[],N
robert_clive,clive.n.01,noun.person,n,British general and statesman whose victory at Plassey in 1757 strengthened British control of India (1725-1774),[],N
robert_curl,curl.n.02,noun.person,n,American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933),[],N
robert_de_niro,de_niro.n.01,noun.person,n,United States film actor who frequently plays tough characters (born 1943),[],N
robert_e._lee,lee.n.07,noun.person,n,American general who led the Confederate Armies in the American Civil War (1807-1870),[],N
robert_e._peary,peary.n.01,noun.person,n,United States Arctic explorer and United States naval officer who has been regarded as the first man to reach the North Pole (1856-1920),[],M
robert_edward_lee,lee.n.07,noun.person,n,American general who led the Confederate Armies in the American Civil War (1807-1870),[],N
robert_edwin_peary,peary.n.01,noun.person,n,United States Arctic explorer and United States naval officer who has been regarded as the first man to reach the North Pole (1856-1920),[],M
robert_emmet_sherwood,sherwood.n.01,noun.person,n,United States playwright (1896-1955),[],N
robert_f._curl,curl.n.02,noun.person,n,American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933),[],N
robert_falcon_scott,scott.n.02,noun.person,n,English explorer who reached the South Pole just a month after Amundsen; he and his party died on the return journey (1868-1912),[],N
robert_floyd_curl_jr.,curl.n.02,noun.person,n,American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933),[],N
robert_frost,frost.n.04,noun.person,n,United States poet famous for his lyrical poems on country life in New England (1874-1963),[],N
robert_fulton,fulton.n.01,noun.person,n,American inventor who designed the first commercially successful steamboat and the first steam warship (1765-1815),[],N
robert_graves,graves.n.01,noun.person,n,English writer known for his interest in mythology and in the classics (1895-1985),[],N
robert_gray,gray.n.08,noun.person,n,American navigator who twice circumnavigated the globe and who discovered the Columbia River (1755-1806),[],N
robert_herrick,herrick.n.01,noun.person,n,English lyric poet (1591-1674),[],N
robert_hooke,hooke.n.01,noun.person,n,English scientist who formulated the law of elasticity and proposed a wave theory of light and formulated a theory of planetary motion and proposed the inverse square law of gravitational attraction and discovered the cellular structure of cork and introduced the term `cell' into biology and invented a balance spring for watches (1635-1703),[],N
robert_hutchings_goddard,goddard.n.01,noun.person,n,United States physicist who developed the first successful liquid-fueled rocket (1882-1945),[],N
robert_i,bruce.n.02,noun.person,n,king of Scotland from 1306 to 1329; defeated the English army under Edward II at Bannockburn and gained recognition of Scottish independence (1274-1329),[],N
robert_indiana,indiana.n.02,noun.person,n,United States pop artist (born 1928),[],N
robert_james_fischer,fischer.n.03,noun.person,n,United States chess master; world champion from 1972 to 1975 (born in 1943),[],N
robert_jemison_van_de_graaff,van_de_graaff.n.01,noun.person,n,United States physicist (1901-1967),[],N
robert_joffrey,joffrey.n.01,noun.person,n,United States choreographer (1930-1988),[],N
robert_king_merton,merton.n.02,noun.person,n,United States sociologist (1910-2003),[],N
robert_koch,koch.n.01,noun.person,n,German bacteriologist who isolated the anthrax bacillus and the tubercle bacillus and the cholera bacillus (1843-1910),[],N
robert_lee_frost,frost.n.04,noun.person,n,United States poet famous for his lyrical poems on country life in New England (1874-1963),[],N
robert_louis_balfour_stevenson,stevenson.n.01,noun.person,n,Scottish author (1850-1894),[],N
robert_louis_stevenson,stevenson.n.01,noun.person,n,Scottish author (1850-1894),[],N
robert_lowell,lowell.n.01,noun.person,n,United States poet (1917-1977),[],N
robert_m._yerkes,yerkes.n.01,noun.person,n,United States psychologist who studied the intelligence of primates (1876-1956),[],N
robert_macgregor,macgregor.n.01,noun.person,n,Scottish clan leader and outlaw who was the subject of a 1817 novel by Sir Walter Scott (1671-1734),[],N
robert_maynard_hutchins,hutchins.n.01,noun.person,n,United States educator who was president of the University of Chicago (1899-1977),[],N
robert_mearns_yerkes,yerkes.n.01,noun.person,n,United States psychologist who studied the intelligence of primates (1876-1956),[],N
robert_merton,merton.n.02,noun.person,n,United States sociologist (1910-2003),[],N
robert_mills,mills.n.01,noun.person,n,United States architect who was the presidentially appointed architect of Washington D.C. (1781-1855),[],N
robert_mitchum,mitchum.n.01,noun.person,n,United States film actor (1917-1997),[],N
robert_morris,morris.n.03,noun.person,n,leader of the American Revolution who signed the Declaration of Independence and raised money for the Continental Army (1734-1806),[],N
robert_motherwell,motherwell.n.01,noun.person,n,United States abstract expressionist painter (1915-1991),[],N
robert_nesta_marley,marley.n.01,noun.person,n,Jamaican singer who popularized reggae (1945-1981),[],N
robert_oppenheimer,oppenheimer.n.01,noun.person,n,United States physicist who directed the project at Los Alamos that developed the first atomic bomb (1904-1967),[],N
robert_orr,orr.n.01,noun.person,n,Canadian hockey player (born 1948),[],N
robert_owen,owen.n.01,noun.person,n,Welsh industrialist and social reformer who founded cooperative communities (1771-1858),[],N
robert_peary,peary.n.01,noun.person,n,United States Arctic explorer and United States naval officer who has been regarded as the first man to reach the North Pole (1856-1920),[],M
robert_peel,peel.n.01,noun.person,n,British politician (1788-1850),[],N
robert_penn_warren,warren.n.01,noun.person,n,United States writer and poet (1905-1989),[],N
robert_r._livingston,livingston.n.01,noun.person,n,American Revolutionary leader who served in the Continental Congress and as minister to France (1746-1813),[],N
robert_ranke_graves,graves.n.01,noun.person,n,English writer known for his interest in mythology and in the classics (1895-1985),[],N
robert_redford,redford.n.01,noun.person,n,United States actor and filmmaker who starred with Paul Newman in several films (born in 1936),[],N
robert_robinson,robinson.n.01,noun.person,n,English chemist noted for his studies of molecular structures in plants (1886-1975),[],N
robert_schumann,schumann.n.02,noun.person,n,German romantic composer known for piano music and songs (1810-1856),[],N
robert_scott,scott.n.02,noun.person,n,English explorer who reached the South Pole just a month after Amundsen; he and his party died on the return journey (1868-1912),[],N
robert_southey,southey.n.01,noun.person,n,English poet and friend of Wordsworth and Coleridge (1774-1843),[],N
robert_the_bruce,bruce.n.02,noun.person,n,king of Scotland from 1306 to 1329; defeated the English army under Edward II at Bannockburn and gained recognition of Scottish independence (1274-1329),[],N
robert_traill_spence_lowell_jr.,lowell.n.01,noun.person,n,United States poet (1917-1977),[],N
robert_treat_paine,paine.n.01,noun.person,n,American Revolutionary leader and signer of the Declaration of Independence (1731-1814),[],N
robert_tyre_jones,jones.n.03,noun.person,n,United States golfer (1902-1971),[],N
robert_van_de_graaff,van_de_graaff.n.01,noun.person,n,United States physicist (1901-1967),[],N
robert_venturi,venturi.n.01,noun.person,n,United States architect (born in 1925),[],N
robert_walpole,walpole.n.02,noun.person,n,Englishman and Whig statesman who (under George I) was effectively the first British prime minister (1676-1745),[],N
robert_wilhelm_bunsen,bunsen.n.01,noun.person,n,German chemist who with Kirchhoff pioneered spectrum analysis but is remembered mainly for his invention of the Bunsen burner (1811-1899),[],N
robert_william_service,service.n.07,noun.person,n,Canadian writer (born in England) who wrote about life in the Yukon Territory (1874-1958),[],N
robert_woodrow_wilson,wilson.n.04,noun.person,n,United States physicist honored for his work on cosmic microwave radiation (born in 1918),[],N
robert_woodward,woodward.n.02,noun.person,n,United States chemist honored for synthesizing complex organic compounds (1917-1979),[],N
roberto_francesco_romolo_bellarmine,bellarmine.n.01,noun.person,n,Italian cardinal and theologian (1542-1621),[],N
roberts,roberts.n.01,noun.person,n,United States biochemist (born in England) honored for his discovery that some genes contain introns (born in 1943),[],N
roberts,roberts.n.02,noun.person,n,United States evangelist (born 1918),[],N
roberts,roberts.n.03,noun.person,n,United States writer remembered for his historical novels about colonial America (1885-1957),[],N
roberts,roberts.n.04,noun.person,n,a Welsh pirate credited with having taken more than 400 ships (1682-1722),[],N
roberts,robert.n.01,noun.person,n,United States parliamentary authority and author (in 1876) of Robert's Rules of Order (1837-1923),[],N
robertson,robertson.n.01,noun.person,n,United States basketball guard (born in 1938),[],N
robeson,robeson.n.01,noun.person,n,United States bass singer and an outspoken critic of racism and proponent of socialism (1898-1976),[],N
robespierre,robespierre.n.01,noun.person,n,French revolutionary; leader of the Jacobins and architect of the Reign of Terror; was himself executed in a coup d'etat (1758-1794),[],N
robin_goodfellow,puck.n.01,noun.person,n,a mischievous sprite of English folklore,[],N
robin_hood,robin_hood.n.01,noun.person,n,legendary English outlaw of the 12th century; said to have robbed the rich to help the poor,[],N
robinson,robinson.n.01,noun.person,n,English chemist noted for his studies of molecular structures in plants (1886-1975),[],N
robinson,robinson.n.02,noun.person,n,United States prizefighter who won the world middleweight championship five times and the world welterweight championship once (1921-1989),[],N
robinson,robinson.n.03,noun.person,n,Irish playwright and theater manager in Dublin (1886-1958),[],N
robinson,robinson.n.04,noun.person,n,United States historian who stressed the importance of intellectual and social events for the course of history (1863-1936),[],N
robinson,robinson.n.05,noun.person,n,United States baseball player; first Black to play in the major leagues (1919-1972),[],N
robinson,robinson.n.06,noun.person,n,United States poet; author of narrative verse (1869-1935),[],N
robinson,robinson.n.07,noun.person,n,United States film actor noted for playing gangster roles (1893-1973),[],N
robinson_crusoe,robinson_crusoe.n.01,noun.person,n,the hero of Daniel Defoe's novel about a shipwrecked English sailor who survives on a small tropical island,[],N
robinson_jeffers,jeffers.n.01,noun.person,n,United States poet who wrote about California (1887-1962),[],N
roc,roc.n.01,noun.person,n,mythical bird of prey having enormous size and strength,[],N
rocco_marciano,marciano.n.01,noun.person,n,United States prizefighter who won the world heavyweight championship in 1952 (1924-1969),[],N
rochambeau,rochambeau.n.01,noun.person,n,"French general who commanded French troops in the American Revolution, notably at Yorktown (1725-1807)",[],N
rock,rock.n.03,noun.person,n,United States gynecologist and devout Catholic who conducted the first clinical trials of the oral contraceptive pill (1890-1984),[],N
rock,rock.n.04,noun.person,n,(figurative) someone who is strong and stable and dependable; ; --Gospel According to Matthew,"['he was her rock during the crisis', 'Thou art Peter, and upon this rock I will build my church']",N
rock_'n'_roll_musician,rocker.n.02,noun.person,n,a performer or composer or fan of rock music,[],N
rock_climber,rock_climber.n.01,noun.person,n,a climber of vertical rock faces,[],N
rock_star,rock_star.n.01,noun.person,n,a famous singer of rock music,[],N
rockefeller,rockefeller.n.01,noun.person,n,United States industrialist who made a fortune in the oil business and gave half of it away (1839-1937),[],N
rocker,rocker.n.01,noun.person,n,an attendant who rocks a child in a cradle,[],N
rocker,rocker.n.02,noun.person,n,a performer or composer or fan of rock music,[],N
rocker,rocker.n.03,noun.person,n,a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles,[],N
rockers,rocker.n.01,noun.person,n,an attendant who rocks a child in a cradle,[],N
rockers,rocker.n.02,noun.person,n,a performer or composer or fan of rock music,[],N
rockers,rocker.n.03,noun.person,n,a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles,[],N
rocket_engineer,rocket_engineer.n.01,noun.person,n,an engineer who builds and tests rockets,[],N
rocket_scientist,rocket_scientist.n.01,noun.person,n,a clever thinker,['you do not have to be a rocket scientist to figure that out'],N
rocket_scientist,rocket_engineer.n.01,noun.person,n,an engineer who builds and tests rockets,[],N
rockingham,rockingham.n.01,noun.person,n,English statesman who served as prime minister and who opposed the war with the American colonies (1730-1782),[],N
rockwell,rockwell.n.01,noun.person,n,United States illustrator whose works present a sentimental idealized view of everyday life (1894-1978),[],N
rockwell_kent,kent.n.02,noun.person,n,United States painter noted for his woodcuts (1882-1971),[],N
rocky_marciano,marciano.n.01,noun.person,n,United States prizefighter who won the world heavyweight championship in 1952 (1924-1969),[],N
rod_laver,laver.n.01,noun.person,n,Australian tennis player who in 1962 was the second man to win the Australian and French and English and United States singles titles in the same year; in 1969 he repeated this feat (born in 1938),[],M
rodeo_rider,cowboy.n.02,noun.person,n,a performer who gives exhibitions of riding and roping and bulldogging,[],N
rodgers,rodgers.n.01,noun.person,n,United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979),[],N
rodin,rodin.n.01,noun.person,n,French sculptor noted for his renderings of the human form (1840-1917),[],N
rodney_george_laver,laver.n.01,noun.person,n,Australian tennis player who in 1962 was the second man to win the Australian and French and English and United States singles titles in the same year; in 1969 he repeated this feat (born in 1938),[],M
rodrigo_borgia,alexander_vi.n.01,noun.person,n,Pope and father of Cesare Borgia and Lucrezia Borgia (1431-1503),[],N
rodya_raskolnikov,raskolnikov.n.01,noun.person,n,a fictional character in Dostoevsky's novel `Crime and Punishment'; he kills old women because he believes he is beyond the bounds of good or evil,[],N
roebling,roebling.n.01,noun.person,n,United States engineer (born in Germany) who designed and began construction of the Brooklyn bridge (1806-1869),[],N
roentgen,roentgen.n.02,noun.person,n,German physicist who discovered x-rays and developed roentgenography (1845-1923),[],N
roger_bacon,bacon.n.02,noun.person,n,English scientist and Franciscan monk who stressed the importance of experimentation; first showed that air is required for combustion and first used lenses to correct vision (1220-1292),[],N
roger_bannister,bannister.n.01,noun.person,n,English runner who in 1954 became the first person to run a mile in less than four minutes (born in 1929),[],N
roger_brooke_taney,taney.n.01,noun.person,n,United States jurist who served as chief justice of the United States Supreme Court; remembered for his ruling that slaves and their descendants have no rights as citizens (1777-1864),[],N
roger_de_mortimer,mortimer.n.01,noun.person,n,English nobleman who deposed Edward II and was executed by Edward III (1287-1330),[],N
roger_eliot_fry,fry.n.01,noun.person,n,English painter and art critic (1866-1934),[],N
roger_fry,fry.n.01,noun.person,n,English painter and art critic (1866-1934),[],N
roger_huntington_sessions,sessions.n.01,noun.person,n,United States composer who promoted 20th century music (1896-1985),[],N
roger_sessions,sessions.n.01,noun.person,n,United States composer who promoted 20th century music (1896-1985),[],N
roger_sherman,sherman.n.02,noun.person,n,American Revolutionary leader and signer of the Declaration of Independence and the Articles of Confederation and the United States Constitution (1721-1793),[],N
roger_taney,taney.n.01,noun.person,n,United States jurist who served as chief justice of the United States Supreme Court; remembered for his ruling that slaves and their descendants have no rights as citizens (1777-1864),[],N
roger_williams,williams.n.05,noun.person,n,English clergyman and colonist who was expelled from Massachusetts for criticizing Puritanism; he founded Providence in 1636 and obtained a royal charter for Rhode Island in 1663 (1603-1683),[],N
rogers,rogers.n.01,noun.person,n,United States humorist remembered for his homespun commentary on politics and American society (1879-1935),[],N
